,LICENSENO,ISSDTTM,EXPDTTM,LICSTATUS,LICENSECAT,DESCRIPT,RESULT,RESULTDTTM,SUM_VIOLATIONS,SCORE,GRADE
52828,32550,2012-01-05 10:40:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-06 08:39:00,26,74,C
52829,18557,2012-02-09 09:24:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-06 08:43:00,45,55,C
52836,33568,2012-01-09 13:07:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2016-09-06 10:41:00,8,92,B
52837,25703,2012-02-06 15:42:00,2018-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Hearing,2016-09-06 10:46:00,11,89,B
52842,75301,2012-02-01 12:49:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-06 11:12:00,11,89,B
52844,155438,2015-10-23 15:07:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-06 11:19:00,72,28,C
52847,20157,2012-01-06 14:41:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2016-09-06 11:36:00,4,96,A
52848,73906,2012-03-14 11:19:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2016-09-06 11:36:00,4,96,A
52851,97090,2013-10-21 10:24:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-06 12:11:00,14,86,B
52857,75240,2012-01-10 13:10:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-06 13:02:00,66,34,C
52859,67788,2011-12-17 20:23:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-06 13:06:00,36,64,C
52860,67736,2011-12-06 15:26:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-06 13:13:00,9,91,B
52866,26159,2012-02-29 13:38:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-06 13:48:00,44,56,C
52870,20652,2012-02-01 11:30:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-06 14:07:00,10,90,B
52871,24467,2012-01-19 17:48:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-06 14:28:00,31,69,C
52874,25123,2011-12-28 09:29:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_TSOP,2016-09-06 17:23:00,36,64,C
52875,164917,2016-09-27 09:06:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-07 08:11:00,16,84,B
52876,76245,2012-02-13 10:50:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-07 08:23:00,59,41,C
52878,89828,2013-03-06 12:53:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-07 08:31:00,12,88,B
52881,29985,2012-02-13 12:52:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-07 09:23:00,18,82,B
52882,19970,2012-02-10 13:36:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-07 10:04:00,12,88,B
52883,129264,2014-11-19 11:05:00,2018-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2016-09-07 10:15:00,13,87,B
52885,22543,2012-01-18 18:23:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Hearing,2016-09-07 10:29:00,6,94,A
52892,137384,2016-03-10 09:32:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-07 11:15:00,12,88,B
52894,24055,2012-02-13 14:14:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-07 11:31:00,15,85,B
52895,21019,2012-01-05 10:56:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2016-09-07 11:38:00,26,74,C
52897,129177,2014-06-12 15:42:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-07 12:01:00,31,69,C
52902,22526,2012-04-04 09:04:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-07 12:38:00,12,88,B
52903,153208,2016-06-22 08:30:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_FailExt,2016-09-07 12:46:00,10,90,B
52905,167198,2016-09-12 15:34:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-07 12:53:00,20,80,C
52907,22274,2011-12-22 10:44:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-07 13:25:00,25,75,C
52908,22595,2012-01-24 13:31:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-07 13:25:00,42,58,C
52911,18713,2011-12-05 08:52:00,2017-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-07 13:36:00,9,91,B
52913,20736,2011-12-14 09:56:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-07 13:56:00,19,81,B
52915,22271,2012-02-13 14:22:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_FailExt,2016-09-07 14:09:00,2,98,A
52918,24460,2011-12-12 11:23:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2016-09-07 14:31:00,10,90,B
52921,126356,2014-03-11 08:22:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2016-09-08 08:19:00,6,94,A
52923,22640,2011-12-29 13:45:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-08 08:37:00,12,88,B
52925,22695,2012-02-14 09:31:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-08 08:40:00,16,84,B
52926,300925,2016-10-19 09:37:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2016-09-08 09:15:00,12,88,B
52928,301832,2016-09-27 09:05:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-08 09:23:00,55,45,C
52929,158454,2016-09-21 08:52:00,2018-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-08 10:02:00,2,98,A
52930,29703,2012-02-13 14:30:00,2016-12-31 23:59:00,Inactive,RF,Retail Food,HE_Fail,2016-09-08 10:12:00,16,84,B
52932,31044,2011-12-23 12:58:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-08 10:22:00,21,79,C
52933,18140,2012-02-21 12:16:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-08 10:42:00,34,66,C
52934,25977,2011-12-09 13:51:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-08 10:49:00,6,94,A
52935,300913,2016-09-09 13:16:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_TSOP,2016-09-08 10:49:00,23,77,C
52938,166878,2016-04-28 08:10:00,2016-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2016-09-08 10:56:00,8,92,B
52941,140122,2015-03-16 09:24:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-08 11:15:00,25,75,C
52942,29338,2012-01-19 16:37:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2016-09-08 11:23:00,2,98,A
52943,146960,2015-12-08 09:18:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-08 11:32:00,18,82,B
52944,28818,2012-02-22 11:01:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2016-09-08 11:34:00,2,98,A
52947,23529,2012-02-15 10:02:00,2016-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2016-09-08 11:55:00,12,88,B
52952,23666,2011-12-23 11:44:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2016-09-08 12:31:00,12,88,B
52953,136565,2014-11-26 13:25:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2016-09-08 12:35:00,36,64,C
52954,148222,2015-09-14 14:48:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-08 13:01:00,10,90,B
52957,24721,2012-01-11 08:46:00,2016-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2016-09-08 13:09:00,67,33,C
52962,74615,2012-02-13 10:17:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-08 13:41:00,20,80,C
52965,29782,2012-02-21 13:24:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2016-09-08 14:18:00,7,93,B
52969,21037,2012-01-31 15:21:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-08 15:01:00,54,46,C
52972,19399,2011-12-16 09:58:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2016-09-09 08:34:00,2,98,A
52974,22781,2012-01-11 11:07:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Hearing,2016-09-09 08:37:00,12,88,B
52977,18777,2011-12-30 13:11:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2016-09-09 09:02:00,10,90,B
52981,75857,2011-12-14 15:20:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-09 10:11:00,18,82,B
52982,26451,2012-02-14 14:37:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-09 10:13:00,40,60,C
52984,25005,2012-01-18 18:19:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2016-09-09 10:31:00,10,90,B
52985,80026,2012-11-15 08:22:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-09 10:32:00,10,90,B
52987,67910,2012-01-11 11:58:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-09 10:56:00,21,79,C
52988,29359,2011-12-02 10:06:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-09 10:58:00,12,88,B
52989,20715,2012-06-06 14:24:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2016-09-09 10:59:00,10,90,B
52990,33872,2011-12-28 12:26:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2016-09-09 11:27:00,27,73,C
52991,123135,2014-02-24 11:05:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-09 11:29:00,12,88,B
52995,19892,2012-02-21 15:41:00,2017-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-09 11:53:00,17,83,B
53004,199458,2016-10-19 09:31:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-09 13:19:00,4,96,A
53005,199456,2016-10-19 09:28:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-09 13:26:00,4,96,A
53006,26642,2012-02-07 12:59:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-09 13:40:00,11,89,B
53009,172798,2016-05-31 09:19:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-09 13:50:00,12,88,B
53012,138976,2015-03-16 09:22:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-09 14:12:00,25,75,C
53013,25123,2011-12-28 09:29:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2016-09-09 14:17:00,2,98,A
53015,18633,2011-12-28 15:25:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_FailExt,2016-09-09 14:33:00,4,96,A
53018,174677,2016-09-14 08:20:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2016-09-09 15:45:00,10,90,B
53019,20942,2012-01-13 10:20:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-12 09:04:00,38,62,C
53020,301753,2016-10-06 13:58:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2016-09-12 09:28:00,4,96,A
53024,26246,2012-03-01 09:31:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-12 10:34:00,16,84,B
53025,30771,2012-02-29 15:14:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Hearing,2016-09-12 10:35:00,21,79,C
53026,157188,2015-11-23 12:50:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-12 10:40:00,8,92,B
53027,33872,2011-12-28 12:26:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Hearing,2016-09-12 11:06:00,11,89,B
53029,68694,2012-02-10 10:08:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-12 11:21:00,19,81,B
53033,87044,2013-04-16 09:01:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-12 12:03:00,8,92,B
53034,22458,2011-12-19 10:29:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2016-09-12 12:31:00,4,96,A
53035,27845,2012-04-10 10:43:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-12 12:34:00,8,92,B
53038,26052,2012-01-11 11:52:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-12 13:01:00,10,90,B
53039,21105,2012-01-11 07:42:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-12 13:15:00,13,87,B
53041,20602,2012-01-12 15:31:00,2017-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2016-09-12 13:23:00,24,76,C
53042,24640,2011-12-23 13:03:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-12 13:32:00,10,90,B
53044,19450,2012-03-01 15:55:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-12 13:41:00,4,96,A
53047,67798,2012-02-13 12:10:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-12 14:00:00,14,86,B
53053,145205,2015-06-23 13:19:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-13 08:05:00,55,45,C
53054,86666,2014-01-06 15:27:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-13 08:37:00,22,78,C
53058,21714,2012-01-12 13:46:00,2017-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2016-09-13 08:59:00,2,98,A
53060,18557,2012-02-09 09:24:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Hearing,2016-09-13 09:21:00,19,81,B
53061,301854,2016-09-19 09:20:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-13 09:29:00,48,52,C
53062,30106,2011-12-28 11:54:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2016-09-13 10:00:00,36,64,C
53063,26159,2012-02-29 13:38:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Hearing,2016-09-13 10:14:00,22,78,C
53065,23642,2012-02-15 09:59:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-13 10:28:00,14,86,B
53067,25703,2012-02-06 15:42:00,2018-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_FailExt,2016-09-13 10:36:00,4,96,A
53071,89935,2013-03-25 14:45:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2016-09-13 11:07:00,16,84,B
53079,21050,2012-01-09 08:35:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-13 11:58:00,10,90,B
53082,20340,2012-07-19 08:33:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-13 12:25:00,27,73,C
53084,20702,2011-12-19 12:27:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-13 12:51:00,23,77,C
53085,23737,2011-12-08 14:19:00,2017-12-31 23:59:00,Inactive,RF,Retail Food,HE_Fail,2016-09-13 12:51:00,10,90,B
53087,20480,2012-03-08 15:35:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-13 13:00:00,12,88,B
53089,145272,2015-12-16 10:25:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-13 13:09:00,32,68,C
53091,67682,2012-01-26 13:05:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2016-09-13 13:34:00,14,86,B
53092,129912,2015-02-17 10:47:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-13 13:38:00,4,96,A
53093,27332,2011-12-19 12:42:00,2016-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_FailExt,2016-09-13 13:43:00,4,96,A
53094,22557,2012-02-13 09:27:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-13 13:55:00,12,88,B
53097,67615,2012-02-21 12:49:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-13 14:10:00,13,87,B
53101,75230,2012-06-05 10:45:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2016-09-13 14:38:00,18,82,B
53105,21780,2012-01-27 13:42:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-13 18:02:00,65,35,C
53121,28706,2012-01-18 17:01:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-13 20:17:00,46,54,C
53122,87070,2013-02-26 08:27:00,2018-12-31 23:59:00,Active,MFW,Mobile Food Walk On,HE_TSOP,2016-09-13 21:21:00,22,78,C
53124,128540,2014-11-05 09:42:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-14 10:29:00,2,98,A
53126,33805,2012-02-13 10:24:00,2018-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-14 10:42:00,13,87,B
53130,74245,2012-02-13 09:56:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-14 11:10:00,14,86,B
53131,83838,2013-05-17 13:50:00,2016-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-14 11:16:00,14,86,B
53132,121653,2013-11-27 13:38:00,2017-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-14 11:17:00,2,98,A
53137,31773,2011-12-13 12:40:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-14 11:44:00,20,80,C
53138,161267,2016-01-13 10:42:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-14 11:44:00,39,61,C
53141,76220,2011-12-14 14:53:00,2018-12-31 23:59:00,Active,MFW,Mobile Food Walk On,HE_Fail,2016-09-14 11:56:00,12,88,B
53142,27921,2012-01-11 15:31:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-14 12:13:00,8,92,B
53147,18112,2012-02-09 08:42:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-14 12:55:00,20,80,C
53148,20444,2011-12-23 14:09:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-14 12:57:00,12,88,B
53150,21118,2012-02-06 13:15:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-14 13:23:00,49,51,C
53151,22620,2012-02-06 08:37:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-14 13:26:00,33,67,C
53154,20446,2011-12-23 13:46:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-14 13:35:00,2,98,A
53155,22460,2012-02-15 13:51:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-14 13:38:00,9,91,B
53158,78558,2012-03-29 10:46:00,2018-12-31 23:59:00,Active,MFW,Mobile Food Walk On,HE_Fail,2016-09-14 13:41:00,14,86,B
53163,117274,2014-04-09 09:01:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-14 14:18:00,22,78,C
53165,33811,2012-01-17 17:02:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-14 15:17:00,2,98,A
53167,33809,2012-01-17 17:00:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-14 15:25:00,16,84,B
53168,33807,2012-01-13 12:06:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-14 15:32:00,36,64,C
53170,19486,2012-01-20 14:45:00,2017-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2016-09-15 08:59:00,55,45,C
53174,79622,2012-06-29 13:46:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-15 10:29:00,16,84,B
53178,73620,2011-12-01 08:23:00,2018-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2016-09-15 10:53:00,6,94,A
53183,24031,2012-02-15 13:57:00,2017-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2016-09-15 11:23:00,8,92,B
53190,23670,2012-02-10 13:05:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-15 12:04:00,32,68,C
53191,24329,2011-12-14 13:23:00,2017-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2016-09-15 12:14:00,84,16,C
53195,141447,2015-04-16 10:00:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-15 13:23:00,8,92,B
53197,86752,2013-01-18 09:11:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-15 13:41:00,16,84,B
53200,125797,2014-02-24 10:53:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-15 14:18:00,16,84,B
53204,77404,2011-12-30 12:37:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-15 15:00:00,34,66,C
53210,18298,2011-12-19 14:20:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-16 10:12:00,6,94,A
53213,87070,2013-02-26 08:27:00,2018-12-31 23:59:00,Active,MFW,Mobile Food Walk On,HE_FailExt,2016-09-16 10:29:00,6,94,A
53216,158429,2015-12-07 10:14:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-16 10:52:00,17,83,B
53225,75511,2012-02-14 13:16:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-16 12:44:00,9,91,B
53228,22805,2012-01-09 10:52:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-16 14:12:00,17,83,B
53234,20942,2012-01-13 10:20:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2016-09-19 08:26:00,12,88,B
53235,22537,2011-12-29 14:48:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-19 09:00:00,10,90,B
53237,26246,2012-03-01 09:31:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Hearing,2016-09-19 10:11:00,12,88,B
53240,140159,2015-05-14 08:34:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-19 10:32:00,11,89,B
53241,94179,2013-08-16 09:33:00,2017-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2016-09-19 10:55:00,10,90,B
53245,93466,2013-07-19 10:17:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2016-09-19 11:41:00,29,71,C
53246,18291,2011-12-28 11:15:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2016-09-19 11:43:00,9,91,B
53249,68625,2012-01-12 16:22:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-19 12:24:00,16,84,B
53251,24383,2011-12-19 10:00:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-19 12:34:00,4,96,A
53255,80026,2012-11-15 08:22:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Hearing,2016-09-19 12:57:00,10,90,B
53256,19315,2012-02-07 07:17:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-19 12:58:00,12,88,B
53257,76304,2012-07-19 14:06:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-19 13:02:00,25,75,C
53258,20133,2012-02-10 12:18:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-19 13:04:00,2,98,A
53260,19114,2012-02-07 07:18:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-19 13:10:00,2,98,A
53263,19313,2012-02-07 07:17:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-19 13:21:00,16,84,B
53264,68449,2012-01-18 17:07:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-19 13:30:00,20,80,C
53270,77970,2012-12-03 14:18:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-19 14:07:00,29,71,C
53271,23756,2012-02-15 13:55:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-19 14:20:00,8,92,B
53274,301133,2016-10-17 08:10:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-19 14:42:00,12,88,B
53279,123296,2014-03-26 08:04:00,2016-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-19 15:22:00,22,78,C
53280,21714,2012-01-12 13:46:00,2017-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Hearing,2016-09-20 08:37:00,2,98,A
53282,201796,2016-09-27 09:07:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-20 09:03:00,8,92,B
53283,25458,2012-02-15 14:34:00,2017-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-20 10:18:00,34,66,C
53286,21024,2011-12-08 10:45:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2016-09-20 10:59:00,29,71,C
53287,25484,2012-02-07 12:53:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-20 11:01:00,26,74,C
53289,201827,2016-09-22 08:42:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2016-09-20 11:03:00,32,68,C
